filmeId,nota_media,Horror,Crime,Children,Thriller,Film-Noir,Documentary,Fantasy,Mystery,Comedy,Drama,Musical,Adventure,Romance,War,Animation,IMAX,Action,Western,Sci-Fi,class
5872,2.9259259259259265,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11
5890,4.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11
5891,2.625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
5893,3.25,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,11
5902,3.945652173913044,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11
5956,3.518181818181818,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
5962,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
5965,4.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11
5988,2.625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
6001,4.071428571428571,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11
6044,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1028,3.8873239436619715,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,11
1088,3.3690476190476177,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,11
1247,4.063291139240507,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11
1307,3.8588235294117648,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
3882,2.6911764705882355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
4447,3.15625,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
5066,3.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11
5377,3.7159090909090913,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11
5620,3.0535714285714284,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
5943,2.6052631578947367,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
5957,3.263157894736842,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
6155,3.2758620689655173,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
6266,3.0625,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11
6377,3.9609929078014185,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,11
6535,2.409090909090909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
6942,3.7881355932203378,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11
7149,3.647058823529412,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11
7151,3.375,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11
7154,2.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11
7169,3.9375,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
7293,3.5531914893617023,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
7375,3.071428571428572,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
7451,3.756410256410257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
7458,3.427083333333333,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,11
8529,3.3191489361702127,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11
8533,3.5657894736842106,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11
8869,3.333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
8969,3.025,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11
30749,3.7916666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
31433,3.136363636363636,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
31685,3.1666666666666665,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
33145,3.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
33679,3.2796610169491527,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2
40629,3.555555555555556,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
40819,3.756410256410257,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2
41285,3.4411764705882355,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
47099,3.793478260869565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
51662,3.68125,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2
51705,4.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
51834,2.9166666666666665,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
54286,3.6975308641975313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
56367,3.7692307692307687,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
56949,3.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
58047,3.4285714285714284,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
59333,2.875,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
59421,2.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
60397,2.9642857142857144,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2
60950,3.09375,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
61250,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
63113,3.4571428571428573,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
63992,2.409090909090909,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2
64969,3.6176470588235294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
66203,2.8181818181818183,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
68954,4.004761904761905,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
69406,3.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
69844,3.8879310344827593,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2
70183,3.6666666666666665,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
70293,2.958333333333333,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
71579,3.8333333333333335,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
72011,3.71875,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
72330,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
72407,2.6666666666666665,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2
72720,3.8333333333333335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
72737,3.75,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2
72998,3.6030927835051534,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2
73017,3.853448275862069,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
74450,2.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
77841,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
78772,2.45,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2
79091,3.684210526315789,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
80549,3.796296296296296,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
81784,2.6666666666666665,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
81845,4.043103448275862,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
81847,3.9166666666666665,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,2
82167,2.7857142857142856,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
82499,2.6666666666666665,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
84374,2.9285714285714284,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
86548,3.375,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
87222,3.3235294117647056,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
88163,3.983870967741936,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
88810,3.8333333333333335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
91104,2.2142857142857144,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
92259,4.108108108108108,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
94070,3.875,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
95167,3.466666666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
95449,2.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
95510,3.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
95543,2.9166666666666665,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
96079,3.81,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
97024,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
97938,3.629032258064516,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
98203,1.875,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
103335,3.5789473684210527,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
103339,2.9166666666666665,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
104374,3.933333333333333,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
105211,3.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
106489,3.58,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
106696,3.6206896551724137,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1
107141,3.6875,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
109374,3.7788461538461537,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
109853,3.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
112006,3.8333333333333335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
113275,4.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
113394,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
119145,3.986111111111111,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
129428,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
136020,3.0588235294117645,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
137595,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
140110,3.6538461538461537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,2.5434782608695654,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,11
376,3.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
511,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11
529,3.875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1100,2.7105263157894743,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11
1358,3.8404255319148937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1370,3.4044117647058822,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11
1385,2.8541666666666665,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11
1438,2.625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
1518,3.3461538461538463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
1586,2.7954545454545454,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11
1604,3.333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11
1608,3.3448275862068964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
1616,3.025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11
1687,3.2222222222222223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
1693,3.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11
1721,3.414285714285714,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11
1840,3.2142857142857144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1882,1.9545454545454544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
1918,2.8484848484848486,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11
2002,2.9347826086956523,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,11
2027,1.8333333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
1357,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11
1405,2.935483870967741,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,11
1876,3.069767441860465,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11
2072,3.1764705882352944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
2100,3.117647058823529,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,11
2421,2.7758620689655173,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11
2485,2.8448275862068964,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
2572,3.5277777777777777,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
2581,2.958333333333333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
2694,3.1979166666666665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
3668,3.6666666666666665,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11
305,2.833333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
1173,3.136363636363636,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11
1590,2.94,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
1619,3.4285714285714284,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,11
1639,3.5769230769230766,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11
2541,3.225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
3300,3.5641025641025643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
3409,2.9285714285714284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
3513,3.071428571428572,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
3624,3.1511627906976742,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,11
3717,3.221311475409836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
3753,3.4485294117647056,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,11
3798,3.2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11
3827,2.891304347826087,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,11
3863,3.0444444444444443,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
3893,3.3421052631578947,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11
3952,3.071428571428572,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
4011,4.155913978494623,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
4148,2.935897435897436,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
193,2.4714285714285715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
448,3.625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
784,2.805555555555556,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
172,2.679245283018868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
858,4.2890625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1200,3.9642857142857135,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,11
1347,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1527,3.7456896551724137,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,11
1653,3.953488372093023,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11
1909,3.4404761904761907,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,11
2001,3.1808510638297878,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,11
2081,3.425373134328358,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,11
2085,3.4318181818181817,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11
2278,3.5232558139534884,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
3156,2.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,11
3499,3.8409090909090913,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
3510,3.4166666666666665,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
3535,3.7881355932203378,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
3555,3.4242424242424243,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11
4022,3.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
4720,3.627272727272728,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11
5971,3.95945945945946,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,11
6502,3.974137931034482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
7254,3.6304347826086962,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11
7438,3.868181818181818,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11
8644,3.4918032786885247,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,11
48304,3.6052631578947367,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
48774,3.9453125,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2
48780,4.005555555555556,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2
50872,3.8680555555555554,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
56174,3.4838709677419355,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2
59315,3.8244680851063837,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
60069,4.057692307692308,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2
63859,3.388888888888889,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2
64614,3.945652173913044,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
68237,3.96875,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2
69757,3.6666666666666665,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
70286,3.7769230769230764,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
71057,3.6428571428571432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2
71264,3.5294117647058822,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2
84152,3.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
84954,3.1666666666666665,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
85414,3.602941176470588,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
89745,3.8695652173913038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
91500,3.435185185185185,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
94864,3.2962962962962963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
96610,3.640625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
101864,3.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
103249,3.0263157894736836,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
104841,3.578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
105504,4.047619047619048,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
110102,3.741935483870968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
111759,3.977272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
112556,3.716216216216216,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
112852,4.050847457627119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
115149,3.844827586206896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
120466,3.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
122886,3.8536585365853657,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1
122904,3.8333333333333335,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
122922,3.704545454545455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
122924,3.071428571428572,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
134130,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
134853,3.8139534883720936,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1
143385,3.4375,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
152077,3.678571428571429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
152081,3.890625,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,6
158872,3.6428571428571432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8
160980,3.1666666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
166528,3.925925925925928,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,8
166635,3.6666666666666665,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,8
111,4.105769230769232,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
541,4.100806451612904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
678,3.8333333333333335,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
745,3.8958333333333335,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11
913,4.170454545454546,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
1147,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1148,4.035714285714286,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11
1186,3.5869565217391304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1193,4.2030075187969915,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1201,4.145833333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11
1207,4.120689655172414,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1223,4.089285714285714,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11
1230,3.8706896551724137,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
1252,4.211864406779661,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
1260,3.733333333333333,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1261,4.044117647058823,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,11
1267,4.25,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
1276,4.271929824561403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1281,4.133333333333334,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,11
1299,4.017857142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11
1680,3.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11
2490,3.4222222222222216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
2707,3.272727272727273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2723,3.08974358974359,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,11
3000,3.9583333333333335,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,11
3022,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11
3108,3.8055555555555554,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,11
3174,3.4871794871794872,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11
3429,4.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11
3683,4.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
3741,4.090909090909091,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
4878,3.9816513761467887,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,11
4973,4.183333333333334,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
