,filmeId,nota_media,Horror,Crime,Children,Thriller,Film-Noir,Documentary,Fantasy,Mystery,Comedy,Drama,Musical,Adventure,Romance,War,Animation,IMAX,Action,Western,Sci-Fi,class
2687,3249,3.111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2688,3268,1.7727272727272727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2689,3274,3.375,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2690,3385,2.8125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2691,4104,1.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2692,4502,1.625,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2693,4929,2.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2694,4958,3.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2695,4974,2.571428571428572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2696,5151,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2697,5220,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2698,5283,2.9090909090909087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2699,5307,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2700,5308,2.8157894736842106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2701,5500,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2702,5528,3.4736842105263164,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2703,5568,2.8571428571428568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2704,5582,2.6875,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2705,5585,2.083333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2706,5589,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2707,7294,3.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2708,33495,2.642857142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2709,53993,2.5384615384615383,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
2710,391,4.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2711,2121,2.2142857142857144,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,2942,2.875,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2713,3844,3.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2714,3969,3.4423076923076925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2715,4474,2.9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2716,4975,3.4204545454545454,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2717,5108,2.9090909090909087,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2718,6765,3.2777777777777777,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2719,7160,3.5294117647058822,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2720,8966,3.125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2721,45950,3.5769230769230766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2722,47423,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
2723,51931,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
2724,53894,3.7142857142857135,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
2725,63876,3.5454545454545454,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
2726,68932,3.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10
2727,69712,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
2728,72395,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
2729,79242,2.9166666666666665,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
2730,82767,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
2731,96567,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9
2732,96811,3.9166666666666665,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
2733,97923,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
2734,100383,3.9166666666666665,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9
2735,106100,3.9705882352941178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
2736,108729,3.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
2737,112804,3.8333333333333335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9
2738,117881,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
2739,132424,1.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6
2740,137337,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2741,140174,3.5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
2742,140247,3.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
2743,140715,4.214285714285714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
2744,145839,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
2745,146656,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
2746,159817,4.214285714285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2747,163645,3.9375,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8
2748,166643,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
2749,171011,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2750,1320,3.148936170212766,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2751,5882,3.5625,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
2752,8371,3.3043478260869565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2753,909,3.962962962962963,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2754,1251,4.071428571428571,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2755,1273,4.045454545454546,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
2756,1289,3.863636363636364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,2164,1.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2758,2553,3.083333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2759,2732,4.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2760,2925,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2761,3221,3.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2762,3415,4.166666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2763,3730,4.205882352941177,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2764,4282,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2765,4399,3.75,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2766,4658,3.5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2767,4914,3.9375,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2768,4928,3.125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2769,5004,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2770,5021,2.833333333333333,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2771,5810,3.2926829268292686,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2772,5932,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,6239,2.75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2774,6663,3.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2775,6666,4.3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2776,6975,3.2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2777,7063,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2778,7206,3.8333333333333335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2779,7247,3.4545454545454546,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2780,7327,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2781,7396,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2782,7700,3.3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2783,7748,3.875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2784,8143,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2785,8157,3.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2786,8235,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2787,8253,3.4,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2788,8379,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2789,8879,3.25,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2790,8928,3.6666666666666665,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2791,8974,3.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2792,26258,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
2793,26326,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2794,26422,3.1666666666666665,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
2795,27156,4.3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,3
2796,27513,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2797,32657,4.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
2798,32659,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2799,32875,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2800,32898,3.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3
2801,33781,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3
2802,37545,3.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2803,44719,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
2804,45880,3.1923076923076925,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10
2805,46062,2.0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,10
2806,46862,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
2807,52885,3.7777777777777777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,10
2808,62336,4.277777777777779,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,10
2809,62644,3.571428571428572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
2810,63312,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10
2811,64278,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2812,66335,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
2813,79224,2.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
2814,81018,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
2815,81562,3.8333333333333335,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5
2816,82848,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2817,85796,2.375,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5
2818,88911,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2819,90522,3.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5
2820,90746,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,5
2821,91094,2.6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
2822,92046,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2823,92427,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2824,92475,4.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2825,93114,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
2826,93326,2.636363636363636,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5
2827,96606,3.8333333333333335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2828,97225,3.4090909090909087,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9
2829,97304,3.9821428571428568,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
2830,100498,2.083333333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9
2831,101072,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
2832,103171,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
2833,104283,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,9
2834,104913,3.8181818181818175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9
2835,105250,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2836,107338,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
2837,107565,2.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
2838,111732,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9
2839,113374,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9
2840,114335,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2841,115203,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2842,122898,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6
2843,127146,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2844,128695,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2845,134170,3.7142857142857135,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,6
2846,134515,3.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6
2847,135143,3.678571428571429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2848,135456,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6
2849,136018,2.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
2850,136305,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2851,136564,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
2852,137857,3.636363636363636,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6
2853,138208,3.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6
2854,139644,3.5454545454545454,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6
2855,140928,3.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6
2856,142074,1.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2857,142448,3.083333333333333,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6
2858,142602,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
2859,142961,2.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
2860,142997,2.875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6
2861,143859,2.8125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
2862,143969,2.833333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
2863,149406,3.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6
2864,151759,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2865,156607,1.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,8
2866,160569,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,8
2867,164280,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8
2868,165969,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2869,167370,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8
2870,168254,3.125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,8
2871,168492,3.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8
2872,170705,4.285714285714286,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8
2873,170875,2.333333333333333,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8
2874,171701,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
2875,171759,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8
2876,172013,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
2877,172461,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2878,174055,3.4230769230769234,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8
2879,174141,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,8
2880,174403,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2881,174737,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
2882,175485,1.6666666666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2883,175661,2.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
2884,175693,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
2885,175705,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
2886,175707,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2887,175743,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
2888,175781,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
2889,179073,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
2890,188301,3.6666666666666665,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,8
2891,190183,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2892,387,2.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2893,479,2.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2894,482,3.625,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2895,522,3.2857142857142856,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2896,781,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2897,1011,2.9375,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2898,1014,2.9,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2899,1235,4.288461538461538,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2900,1244,4.106060606060606,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2901,1301,3.807692307692308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2902,1350,3.8181818181818175,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2903,1873,3.75,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2904,1997,3.80188679245283,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2905,1999,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,2159,3.928571428571429,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,2183,3.555555555555556,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2908,2265,2.375,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2909,2322,3.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2910,2356,2.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2911,2363,2.1666666666666665,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2912,2379,2.458333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2913,2380,2.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2914,2408,2.333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2915,2454,3.3846153846153846,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2916,2524,3.2222222222222223,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2917,2533,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2918,2554,3.1666666666666665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2919,2587,3.25,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2920,2613,2.875,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2921,2615,2.875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2922,2634,3.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,2661,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2924,2664,3.7692307692307687,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2925,2752,2.8125,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2926,2978,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2927,3115,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2928,3148,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2929,3388,2.5454545454545454,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2930,3430,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2931,3614,2.9375,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2932,3799,1.5833333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2933,3814,4.222222222222221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2934,3917,3.3666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,3918,3.2777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,3959,3.625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2937,4215,2.083333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2938,4241,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2939,4255,2.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2940,4267,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2941,4291,2.727272727272727,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2942,4340,2.136363636363636,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2943,4437,3.9375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,4464,3.6,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2945,4496,3.5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2946,4508,3.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2947,4591,3.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2948,4713,3.571428571428572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2949,4876,2.458333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,4971,3.1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2951,4992,3.2058823529411766,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2952,5040,3.125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2953,5339,3.9166666666666665,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2954,5505,3.208333333333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2955,5672,0.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
